COD_USR
cajhua
mcasti
jregio
gjaenz
echave
rasenc
epared
prac05
prac06
prac07
prac08
restra
abenav
epache
erodri
jvalen
lcalde
cli   
fhuanc
mccanc
pcarri
campct
cts001
cts002
cts003
cts004
cts005
cts006
cts007
cts008
cts009
cts010
mascoy
hsullo
scgil 
dykam 
ilazo 
gsalrr
rsnune
lcaval
rrodri
wmendo
emunoz
dgalli
rmorti
kalvar
damari
helpde
etenor
pcuell
lcacha
evalen
danchi
ychiar
ptorre
vcorre
hquisp
elopez
msuare
jcarde
jvarga
mchola
amarca
lurqui
nvarga
aquiro
falvar
prac09
prac10
prac11
prac12
prac13
prac14
prac16
prac17
prac18
prac19
prac20
prac21
prac22
prac23
gzarat
mfacho
hburne
lllata
rtorre
lgarib
csanch
co0201
ebetet
ctorre
hchuct
cegonz
lrodri
yocana
cmiran
vromer
capaci
egambo
vmt13 
scajsj
scajpn
frivas
wleyva
emanti
ecarra
rcueva
ptapia
lcordo
cmejia
prac25
prac26
prac27
prac28
prac29
prac30
prac31
prac32
prac34
prac35
jpaita
bsuare
efarje
sbance
echaco
ozaval
eechev
kchave
etucto
mzapat
econdo
jbrane
llonga
cperez
wcotri
nalema
mquisp
ttejad
rlopez
fcamar
kruiz 
cvalen
malva 
jlespi
njimen
tpina 
arrami
captac
yumont
amsanc
pmiraf
phuara
pbarra
ppuent
pplaza
psjlur
pvsalv
pzarat
pcomas
psjmir
pceres
dsoto 
joball
gmanco
lsiesq
fsilva
ralfar
wcasta
gamanc
pgueva
tneyra
fperez
jcasti
icarra
dmeza 
eaguil
mjimen
rtacuc
lbarda
meugen
fbusti
lmedin
rlechn
jpquis
mnherr
mcontr
fvaler
cnaupa
avilla
gsimba
jefmic
jmicro
jcomer
jconsu
jpreci
ogonza
gajara
lromer
mferna
gespin
aconsu
mescob
jvilla
wqueza
lpanta
iacuna
jecard
ecampo
jromer
oquisp
yperez
jluna 
cquiro
sfigue
eleyva
jhuert
spauca
malarc
sminay
scastr
lramir
fbecer
lcanal
jrivas
yquisp
rkrami
emiran
gsemin
paparc
haliag
kcalde
edelag
cbossi
krodri
sgarci
mmdiaz
mvroja
ygarci
operac
tnicho
yrodri
ahuach
scajco
oangel
scajhu
jdcast
psanch
vleon 
lahurt
scanot
adelac
ltumay
mrmedr
gjaen 
ecamac
ggalar
cdelga
rtamay
fcasas
hpauca
payala
aespin
rcordo
omonte
ezaval
fvalde
cyacsa
smendo
jbedon
mazana
lcarde
ysanch
acarhu
jrios 
jmandu
cvquir
wcerna
pagsjl
hperez
jcasta
jvilch
prac15
prac24
prac33
equint
sguerr
msaire
rgomez
jmerin
cobran
betorr
jarmes
jvite 
mminay
ehuama
rcuadr
pracco
kpari 
lmachc
jserna
mtello
ddiaz 
lferna
kpuesc
lvega 
jsalaz
nchave
jpajue
kramir
autani
jlucas
ehuill
sagonz
jvelas
PGANEG
cagurt
jecald
rcespe
sdonay
galcan
hchave
promo9
prom10
prom11
jgriva
pluna 
prom19
CP0789
mibane
scapra
uacuna
gmoran
wescob
aramos
wgutie
bccahu
jdelat
ghuama
cbrjjc
cbrdfe
rnarva
cbrfco
ichapa
acula 
mherna
eaquis
ssanca
gchave
jrojas
macuna
dasilv
cmoral
elcarr
mvento
jsoter
conbar
concer
concom
congch
conhal
conhua
conmir
conpno
conppi
consjl
consjm
conves
convma
vrosal
magurt
rhuert
drivad
aangul
pmandu
mmateo
rbejar
wlozad
ejagui
ebenit
wgomez
practi
promo1
promo2
promo3
promo4
promo5
mcanot
eatoch
ksanch
jsaave
csalaz
prom12
prom13
prom18
enicol
rtinta
hpichi
everas
crdiaz
yromer
chidal
prom21
arosal
kgonza
jtoled
dapaza
jmunoz
aoliva
ccarpi
yalaca
jalarc
ypalom
gcbte2
mchinc
cbrmye
cbrson
nvalen
vlara 
lorell
hlazo 
morteg
dcalde
jasto 
lrodas
evaler
wmunoz
lamori
cantez
jcanep
jsanti
rocesp
mcolla
cbrcbt
regusq
framir
bloyal
amarce
jmundo
mhuama
arical
freque
gbecer
rpacor
schilo
vsota 
jbuitr
maguir
ecamay
cramos
lmiran
jescob
lnunez
cobra3
rjulca
rjcast
lbazan
lhuama
mlozan
acarre
avarga
mluden
cpoema
lchamb
acalci
mdelas
alorti
dfsanc
jvaler
hsoria
mtalva
apastr
jronda
grojas
vvaldi
edelac
cobra4
staboa
ejlope
hlopez
mtaboa
jtamay
cobra5
cquisp
lruiz 
jpomia
lsihua
sllash
dcruz 
despin
bsanti
jtineo
dsanca
mccahu
rmcesp
dfelix
hramir
dzapat
aaguil
lriver
npaita
ddeudo
rpared
balvar
asuare
cetorr
jrubio
cbranz
acarba
lleon 
fnaupa
hrosad
jpalac
rplope
lrojas
kenriq
lagurt
prom17
prom16
prom15
pdelfi
rdaval
japere
mpquis
mcastr
ghinoj
rorodr
vtaboa
facast
msaenz
ltuest
equisq
gbarre
mmende
ialber
rvilla
jemira
cobra6
plucer
ksaenz
ahuara
jtello
eaceve
lzapat
jsilva
fayca 
sroman
lvarga
aquisp
kperez
rferna
mlrodr
ydelac
lasanc
nsando
imatzu
lreyes
esoto 
mbetet
lmezar
vrugam
marell
flopez
hcamon
ewdela
emdela
krojas
srodri
lahern
lvasqu
dquisp
bsoto 
aveliz
5cobra
wprado
prmo10
Cpoema
etito 
esuclu
jvasqu
eneche
majara
co1101
jandra
ncarra
bloli 
mlflor
fpisfi
lmejia
cjcast
melias
mlopez
corell
layala
kichav
licace
edsanc
fzeval
rtirad
jzunig
caguer
hcotri
jlopez
cbrnss
rbende
sferna
miflor
respin
kmedin
rnorie
jzorri
jmorai
fneira
mquino
ldelac
yequis
kynga 
chuall
sflore
laquin
myarle
jperey
haleja
cevale
jencis
crojas
mespin
aochoa
bdelga
ycastr
hcarde
ncente
kvarga
co0501
co0601
cavalo
wmesta
gprado
promo8
prom20
lazhur
waranc
hbazan
ryvarg
ecanah
halvar
eorezz
dtome 
fvalve
jemora
rfarro
hsanch
nroble
eiparr
vcruz 
fvilch
yaguir
mporta
cobra7
lguerr
fcordo
rcarme
hmayur
lalvin
epaz  
sapari
svarga
mynoce
jalhua
gnunez
dzquis
fcabre
SVRMWE
mruiz 
cescob
lbarre
jsalam
jmendo
midiaz
luarte
mnavar
hblas 
jtruji
adomin
yeques
midela
prospi
jzela 
iescob
warche
jechan
llacru
lcaban
jchung
smonte
msilva
amunoz
espazm
aortiz
jsanto
jgarci
jcmeji
jorill
jorril
rceped
glondo
pponte
jrosal
jlesca
4cobra
mjaure
dtorre
promo6
promo7
prom14
kcvera
aarauj
jelias
gveliz
malejo
jagala
gboada
kgrani
aldiaz
asalda
cesala
iortiz
jcrisa
jnapa 
equequ
triver
rcanal
mcarde
cobra1
fzegar
jcari 
kvalqu
gchauc
gbocan
galban
dferna
lquino
kandra
rcasti
bloyol
cbrliz
jmugru
ktapia
rdiego
mberna
jmachu
caguil
vhuais
ganama
dmelon
pleiva
jsagui
rmaman
crohua
areyes
cchapa
jparej
jerosa
vpalac
jborda
sggarc
cmquis
caliag
marroj
imanza
acamac
gocamp
ycapch
ehered
ijlima
mparis
rcotri
acajar
jlroja
jmonte
kmagui
gibane
cenca 
ypauli
lespin
jgguer
mkesco
mcacer
vlimac
apala 
dacuna
lkruiz
agomez
bperal
nrojas
eigna 
edcarr
fsotom
atrejo
jgcald
vquino
cfalco
gocana
slozan
dalor 
knonak
aacha 
sbravo
kcolu 
zmgarc
kferna
gcutis
jsarmi
vvmont
echafl
sbecer
rsalce
ksegu 
esallo
amarau
epuris
azunig
dlopez
larami
lsdela
ylinar
jmagui
baguir
rsorti
eeusta
jcrist
jsolar
icordo
jmcast
ralva 
bpenaf
eignac
oaliag
ntasai
jibarr
gcotri
rsaire
scuell
jpalma
erosas
ccarba
jamend
anbarr
mmzapa
jgdiaz
fsanch
ftito 
rherre
jmelen
epaqui
dsullc
jlira 
cpared
kcolun
dcuadr
ahuarc
ctiman
bferna
evaldi
ksegur
nchilc
lapant
iville
jalva 
fvilla
evarga
myanay
dsaire
pchave
nchaco
dbalvi
lmanza
mchaco
btapia
ymizun
ccasil
rurtea
acarri
fhuama
acajac
mlevan
jalvar
ajdela
ebs_02
ebs_03
lzunig
jlvarg
cqueve
jyrome
svasqu
avalla
jjcarh
mvilch
gocas 
etamay
dminay
mbarce
rpaita
lframi
elicar
dalvar
pmedra
amarco
mmvasq
erojas
ajtara
napar 
wyamu 
larce 
evicto
rosrod
prebat
jsolde
gmjara
npajue
racuna
jccard
jcdiaz
lveldi
easanc
dypere
wperez
jamore
napari
cpgonz
mcmedr
eleon 
scieza
ftruji
afranc
imaldo
gburga
dpanto
amdiaz
eguerr
amiraf
kratac
kflore
jbalto
jtipis
ealman
jjcast
ncucho
lavalo
psilva
puribe
gninaq
jcordo
jastet
ebarra
mapoma
tarred
jpache
joharo
jsanch
gcerva
lhuete
jnakam
mvilca
ebs_04
ssflor
fortiz
ataraz
fgutie
yherna
mnacar
gvalen
rrvill
jicard
jlobat
clezam
cherre
rquisp
ncasti
rperez
chuayh
mmauri
hencis
jusuri
cencar
mestra
karami
oaliga
jbarzo
apared
jberna
momina
mbusti
mccoic
nvalve
ryarin
jflore
jptama
smaman
eelias
nmeza 
sapoli
cahuam
ffaust
jhuach
jmriva
krocca
deguti
gvicen
aareva
malagu
aarmas
kguerr
hcapun
poceda
jhuill
mrosas
ncresp
jgutie
rleiva
jlaura
lchiri
pgonza
kmeza 
rcarra
bvega 
jjjime
ebs_01
masuar
ssalas
nmungu
jevasq
aapaza
cpatin
etakuc
asalaz
descal
jguani
mvila 
barrat
snolas
cashua
raleja
magarc
cmanya
fjara 
ksilva
mcente
knunez
lcadil
mmoroc
mchava
jcabal
extadm
bzambr
rvreye
fsorlo
anrram
myvilc
jbarbo
mcresp
ereate
ycontr
cmoren
ypinto
hlapa 
srflor
hfierr
rtumba
vcastr
cheros
cgueva
eparin
tsanch
lgaste
ktiman
lcalla
yvera 
nvcres
ysaldi
mvera 
emende
lmerin
vtitto
lmotta
mdsald
mpascu
gmori 
fv001 
fv002 
fv003 
bhuayt
ryzagu
gmanri
rerami
ccampo
sorihu
mcarba
ypalac
wbenav
pporra
calvar
ratunc
ltocto
pblas 
sentin
elcamp
lsausa
jyucra
ibejar
frodri
jparra
mcarhu
eporra
evasqu
lmunoz
jmoral
kameza
jmrive
snaraz
ahurta
cjara 
agarci
spino 
ksiver
agurbi
dcarey
lmsanc
mvalle
clhuam
jsegil
bsegil
scarde
fmarti
asalce
empere
naguer
egomez
egrado
ssaave
mcanga
hespin
camora
rmlope
aperso
vgutie
myagui
memend
ypompi
elinar
svidau
csalas
dhuama
rflore
jpoma 
eluque
gtadeo
rcaver
sacast
erueda
apiza 
dvicen
fnavar
cespin
nramos
bmcord
sinca 
ksilve
acadil
smdiaz
xlinar
cmanga
lrosel
rdelac
ryover
yyslac
mvirhu
ksalaz
ylazar
jturpo
gsuare
mahuam
lretam
marodr
mhuanc
lpacor
eguada
msanga
lrente
mmatta
rwporr
claura
bcolla
ldolor
cvsanc
csolor
grios 
msalda
candra
jbravo
tvilca
shuama
scamar
rfano 
mcalsi
ydias 
jprado
ellasc
ellasa
fv004 
fv005 
jrosse
wachav
bmanco
katana
bromer
sespin
eshuam
arodri
aarias
Rleon 
releon
ecolon
arobla
bhuayh
jmguer
ldiaz 
gjuare
ktotoc
pblanc
cadiaz
drios 
apelae
srios 
jmelga
fchiap
acordo
jsoto 
rdiaz 
lroble
sucana
wcubas
gpgarc
kzamor
ahuitr
mrioja
dafern
ytenor
ylopez
jcalle
vasanc
jjpard
dprado
dtucto
mcaych
cyngui
jbronc
jllant
fqueve
dpucho
pfuent
jcano 
lhuahu
mperez
dcaliz
malzol
ccrisp
gpino 
amoral
hrodri
renriq
dcondo
mromer
wrojas
storre
jjchav
forami
azenoz
jgfern
ypared
jjacin
rfalco
wsebas
jtaype
ejaure
arache
lconde
msanch
jpered
rpalpa
bramir
lancal
jmolla
jnunez
aserra
ntaboa
ybelli
yparco
nmelga
icano 
ccespe
jaguti
kszara
ranune
jrchan
jvmgil
fjlmad
pahuap
llaros
jjalar
mhuang
lcachu
dbrios
clarre
sconch
hccant
jlquis
raflor
gflore
lbejar
jmende
yyauri
aasanc
masala
jmagal
cbrems
aborja
doresu
fdelat
ecorre
dinona
rgil  
kmaman
fgjara
mjagui
jwpena
gycast
mamedi
jocarh
ccruzg
pacasa
srcarr
dlmala
mlcasu
jaquin
druiz 
jrfigu
elazar
cbrpln
maguil
amedin
jfalco
sgoete
mmerma
esanta
mciert
jmarin
bsilva
jcolla
angonz
jsalce
asilva
lperez
jarias
haguil
dmedin
jmayan
gramos
rparia
njuare
scarri
mlermo
sbasua
lquesq
igutie
rpania
rnhern
cbrbar
cbrves
cbrhua
mpolan
mapala
iherre
jlinan
egonza
mapere
kgomez
rmoral
jberro
nmoral
rpache
mgonza
jpinto
rlazar
mtoled
hgaray
mfcast
kcasti
mdorti
squisp
aaquin
pquica
nobaut
rvgarc
lacaba
pamene
kechav
lerome
lgcast
jscald
mmanci
alatin
cbrrec
gextve
cbrev 
jfquev
erente
rchipa
jcadia
lmmuno
mmanri
jlpint
enroja
jdelac
mlasma
kcotaq
marena
inunez
strios
cbrcla
kbeltr
cbrcer
cbrcom
dgarci
mtinta
mxhern
jcanic
jbocan
marapa
atudel
kdelac
lbnune
sperez
jlrodr
yjaure
kvalen
cbrgco
cbrgic
thuert
ijsanc
ecalua
lmeza 
pdiaz 
bquisp
ksvela
jcontr
svilla
cdelri
jmalas
rsevil
fizagu
cbrjcs
cbrcba
dtasay
ahuaqu
sfcast
kbarre
jmaman
laguil
paliag
rmendo
jocamp
jorteg
schauc
ltuza 
kamaya
tw0001
tw0002
nlimae
cbrnli
htovar
tw0003
tw0004
dpared
fbenit
almsan
jtafur
blazo 
jlcord
agcruz
erflor
acruz 
cclavo
prodri
lquisp
manhua
sorteg
ianune
cbarri
snrodr
nbrice
esilva
bbarzo
wuribe
dcabal
pobreg
kelias
lquiro
mbuitr
cbrkob
ggalve
gochoa
lpauca
mzegar
eaquij
cbrjpu
cbrmms
mmroja
hapari
jpilla
wsvela
jochan
pmlope
rticli
rlosta
jrico 
halbur
jadiaz
abcarh
fejara
lsalas
mbecer
acasav
ahpich
jjsote
jlossi
jjtorr
psuclu
dvsuxe
mblas 
abagui
khuaca
spaz  
abarto
hpaico
hpoico
nfsanc
moncoy
jarauj
jmfern
cjcard
cisanc
ainca 
lchacp
abquis
mcayta
larias
cbhuam
etavar
"jmori	"
avalde
ycacer
dbaca 
ppenar
dlindo
lacord
jsegam
pvelas
elacru
epinco
ploo  
fruiz 
fmende
odquis
yescal
aynona
gagonz
dalarc
malvar
cbrptp
saquin
jjorge
vfarfa
ajmend
javill
aaguin
acasac
artorr
ecaced
bydelg
nlujan
gorday
cameji
emayor
aflore
mbdela
cnunez
agrado
jumora
ychauc
ylhuar
jhorna
mygonz
dguzma
lchang
sfnola
ggutie
eddtav
icasti
ibalde
yferna
oagonz
jkill 
jhquis
dvega 
wticla
gpalom
lyucra
onunez
acoral
kchang
dregal
vespir
jdavil
gmramo
jocast
mpablo
epteno
jramos
jnino 
lbarzo
jcanal
dmiran
achang
kromer
tjulca
ltorre
jcuadr
jestra
lamore
lrucab
apinin
sayala
valvar
javgue
gpizar
jbalde
lalber
npined
mleon 
jipere
malamo
mrobal
jfbece
cbrzar
dtomas
jcatan
sfdiaz
kmoyol
mdipas
jvalve
lgrima
mmrodr
mmaman
ojerem
obecer
mquint
kemeza
dimont
pcurim
daceve
rochoa
gmonte
ccresp
promer
rdolor
ncolqu
alquis
ptalle
mloren
cbrape
cbrext
cbrjuc
tfrive
cbuitr
ecoca 
jcrome
mjjara
wmende
hlrami
mjuare
ecaban
tluza 
mmgarc
eartol
amimbe
jadlac
aereye
cbrcho
achiri
jgonza
hvilch
nbecer
sevela
mpino 
mavile
pbaron
acasan
cbrlai
rlope 
jpdavi
jchiro
kavila
bsando
mchile
hlau  
flau  
equisp
mhuari
alopez
barand
vserpa
jovela
fzubia
jwflor
jolivo
anaupa
asuazo
jhuayn
gsarri
aatach
memira
mypio 
vgcorr
jwgarc
sbrodr
cbrccs
vcarde
jrmend
dpinto
kvrodr
ejlino
jbsanc
gguerr
jcayll
kquili
yreyes
mchave
aroman
jlunat
esgali
prosar
ychave
gbarto
msanto
lgutar
lsanto
jwmend
ncarhu
amarin
tpoma 
sjimen
hchung
sguarn
escarr
jortiz
jaluna
gestca
lpoma 
friver
larauc
cscamp
pcasti
kotoro
avalen
demall
dvera 
fnunez
hmarin
ealaza
maliag
pacuel
kbdela
apajue
tnvasq
jacoro
rypalo
sgvasq
chuanc
depere
lrosal
povill
wlujan
rostos
mveras
mcosqu
mtejed
vcasti
lsegur
jore  
cenequ
cbrzce
dsolis
drdiaz
jmanti
temnor
cmsanc
vcordo
sramos
mmejia
adramo
lameji
hhuayr
licamp
enipar
penequ
jfvasq
maagui
tcalde
tcarra
jequis
soespi
kjorge
eepena
lgbarr
ghuarc
jolort
acrios
kvalde
ebarri
jmcont
ymelen
spalom
sprado
dbueno
juchav
meroja
goriun
wamart
amgonz
fcmach
hacard
ceyaur
aifern
tzurit
jbelit
lmbaut
jacham
btarri
baguer
lmanco
itorre
wantic
obroja
jfrodr
ktaipe
prueba
jmyari
amayhu
raroja
iydiaz
jpaico
saleon
aatenc
ycabre
gcondo
lencar
jcespi
jadela
jasola
bbance
lflore
jrespi
pamuño
adsant
dysanc
sdsuaz
johuar
ldcant
rcfern
lmpere
geslim
gessur
ymanci
aperez
lacamp
anavar
ahuama
dcdiaz
rtafur
csalin
gcamon
cgiron
fcarra
fcorti
klpere
efalco
matunc
eespin
rmedin
lgarci
frgonz
jescud
dzamor
frojas
joroja
mlcoxa
arojas
ejteno
mavilc
djhuam
pamuno
camedi
jacerv
jjpach
locost
jepaso
adchav
gocaba
jjorte
roquis
ycavel
larome
ecater
mehuam
rtapia
ychagu
jdsilv
macast
ygpala
afagui
khermo
lfmedi
icheca
wquiro
abauti
yevega
ytaraz
ajfran
jcredo
ccarra
kespin
aesuar
jasanc
rereyn
keosor
obossi
slliuy
magonz
allope
hechav
jpajar
bjcabr
wiloza
userpn
cbhuac
mgasco
wchafl
ehuaya
btejed
jalber
jfalla
jyarih
nmogol
leherr
agalle
mareva
cjojed
afrias
elguti
csilva
nduran
nramir
ksejur
gjroja
mmoral
aequij
mmaicu
jebaca
jeflor
mtafur
amelga
esrami
acpiza
vroman
jcjime
frloza
ajaime
osaenz
anquis
lmnune
yaguer
wbreye
jlaria
pavasq
ampopa
glinfa
lacruz
jesull
skagua
mvarga
gmalva
gchinc
ryacha
rchaup
acarma
orical
asocol
mttica
ealope
acalde
noncoy
jatala
rmherr
jcrami
fnanfu
xobisp
cgarci
shsanc
carami
prbabc
